series_id,date,value
AAA10Y,12-25-2017 00:00:00,NULL
AAA10Y,12-26-2017 00:00:00,1.06
AAA10Y,12-27-2017 00:00:00,1.05
AAA10Y,12-28-2017 00:00:00,1.05
AAA10Y,12-29-2017 00:00:00,1.05
ASEANTOT,12-01-2003 00:00,100
ASEANTOT,01-01-2004 00:00,99.8
ASEANTOT,02-01-2004 00:00,99.1
ASEANTOT,03-01-2004 00:00,99.3
ASEANTOT,04-01-2004 00:00,99.2
ASEANTOT,05-01-2004 00:00,99.3
ASEANTOT,06-01-2004 00:00,99
ASEANTOT,07-01-2004 00:00,98.8
ASEANTOT,08-01-2004 00:00,98.8
ASEANTOT,09-01-2004 00:00,99
ASEANTOT,10-01-2004 00:00,98.5
ASEANTOT,11-01-2004 00:00,98.2
ASEANTOT,12-01-2004 00:00,98.2
ASEANTOT,01-01-2005 00:00,98
ASEANTOT,02-01-2005 00:00,98.1
ASEANTOT,03-01-2005 00:00,98.2
ASEANTOT,04-01-2005 00:00,99
ASEANTOT,05-01-2005 00:00,98.7
ASEANTOT,06-01-2005 00:00,98.5
ASEANTOT,07-01-2005 00:00,97.7
ASEANTOT,08-01-2005 00:00,98
ASEANTOT,09-01-2005 00:00,97.8
ASEANTOT,10-01-2005 00:00,97.4
ASEANTOT,11-01-2005 00:00,97.3
ASEANTOT,12-01-2005 00:00,97.4
ASEANTOT,01-01-2006 00:00,96.5
ASEANTOT,02-01-2006 00:00,97
ASEANTOT,03-01-2006 00:00,97
ASEANTOT,04-01-2006 00:00,97.1
ASEANTOT,05-01-2006 00:00,97.2
ASEANTOT,06-01-2006 00:00,97.6
ASEANTOT,07-01-2006 00:00,99.9
ASEANTOT,08-01-2006 00:00,99.6
ASEANTOT,09-01-2006 00:00,99
ASEANTOT,10-01-2006 00:00,98.3
ASEANTOT,11-01-2006 00:00,98
ASEANTOT,12-01-2006 00:00,98.1
ASEANTOT,01-01-2007 00:00,96.7
ASEANTOT,02-01-2007 00:00,97
ASEANTOT,03-01-2007 00:00,96.7
ASEANTOT,04-01-2007 00:00,95.7
ASEANTOT,05-01-2007 00:00,95.9
ASEANTOT,06-01-2007 00:00,96.1
ASEANTOT,07-01-2007 00:00,97
ASEANTOT,08-01-2007 00:00,97.9
ASEANTOT,09-01-2007 00:00,97.6
ASEANTOT,10-01-2007 00:00,97.3
ASEANTOT,11-01-2007 00:00,98.3
ASEANTOT,12-01-2007 00:00,98.7
ASEANTOT,01-01-2008 00:00,99.7
ASEANTOT,02-01-2008 00:00,99.9
ASEANTOT,03-01-2008 00:00,100.7
ASEANTOT,04-01-2008 00:00,100.9
ASEANTOT,05-01-2008 00:00,102.4
ASEANTOT,06-01-2008 00:00,103.2
ASEANTOT,07-01-2008 00:00,103.7
ASEANTOT,08-01-2008 00:00,102.7
ASEANTOT,09-01-2008 00:00,101.5
ASEANTOT,10-01-2008 00:00,100.2
ASEANTOT,11-01-2008 00:00,98.6
ASEANTOT,12-01-2008 00:00,97.3
ASEANTOT,01-01-2009 00:00,96
ASEANTOT,02-01-2009 00:00,95.4
ASEANTOT,03-01-2009 00:00,95.3
ASEANTOT,04-01-2009 00:00,95.5
ASEANTOT,05-01-2009 00:00,96.2
ASEANTOT,06-01-2009 00:00,97.1
ASEANTOT,07-01-2009 00:00,96.8
ASEANTOT,08-01-2009 00:00,97.2
ASEANTOT,09-01-2009 00:00,97.1
ASEANTOT,10-01-2009 00:00,96.5
ASEANTOT,11-01-2009 00:00,96.9
ASEANTOT,12-01-2009 00:00,97.3
ASEANTOT,01-01-2010 00:00,96.8
ASEANTOT,02-01-2010 00:00,96.7
ASEANTOT,03-01-2010 00:00,95.5
ASEANTOT,04-01-2010 00:00,96.3
ASEANTOT,05-01-2010 00:00,96
ASEANTOT,06-01-2010 00:00,95.9
ASEANTOT,07-01-2010 00:00,96.4
ASEANTOT,08-01-2010 00:00,96.8
ASEANTOT,09-01-2010 00:00,97.3
ASEANTOT,10-01-2010 00:00,97.6
ASEANTOT,11-01-2010 00:00,98.5
ASEANTOT,12-01-2010 00:00,100.4
ASEANTOT,01-01-2011 00:00,102.4
ASEANTOT,02-01-2011 00:00,103.4
ASEANTOT,03-01-2011 00:00,104.4
ASEANTOT,04-01-2011 00:00,104.2
ASEANTOT,05-01-2011 00:00,104.3
ASEANTOT,06-01-2011 00:00,104.5
ASEANTOT,07-01-2011 00:00,104.9
ASEANTOT,08-01-2011 00:00,105.6
ASEANTOT,09-01-2011 00:00,105.7
ASEANTOT,10-01-2011 00:00,104.7
ASEANTOT,11-01-2011 00:00,105
ASEANTOT,12-01-2011 00:00,104.9
ASEANTOT,01-01-2012 00:00,105.1
ASEANTOT,02-01-2012 00:00,105.7
ASEANTOT,03-01-2012 00:00,106.2
ASEANTOT,04-01-2012 00:00,106.2
ASEANTOT,05-01-2012 00:00,105.8
ASEANTOT,06-01-2012 00:00,105
ASEANTOT,07-01-2012 00:00,104.8
ASEANTOT,08-01-2012 00:00,104.5
ASEANTOT,09-01-2012 00:00,104.6
ASEANTOT,10-01-2012 00:00,104.6
ASEANTOT,11-01-2012 00:00,103.9
ASEANTOT,12-01-2012 00:00,104.2
ASEANTOT,01-01-2013 00:00,104.3
ASEANTOT,02-01-2013 00:00,104.3
ASEANTOT,03-01-2013 00:00,103.9
ASEANTOT,04-01-2013 00:00,104.5
ASEANTOT,05-01-2013 00:00,104.7
ASEANTOT,06-01-2013 00:00,104.7
ASEANTOT,07-01-2013 00:00,104.5
ASEANTOT,08-01-2013 00:00,104.4
ASEANTOT,09-01-2013 00:00,104.8
ASEANTOT,10-01-2013 00:00,104.9
ASEANTOT,11-01-2013 00:00,105
ASEANTOT,12-01-2013 00:00,104.9
ASEANTOT,01-01-2014 00:00,104.7
ASEANTOT,02-01-2014 00:00,104.3
ASEANTOT,03-01-2014 00:00,104.5
ASEANTOT,04-01-2014 00:00,104.3
ASEANTOT,05-01-2014 00:00,104.2
ASEANTOT,06-01-2014 00:00,103.9
ASEANTOT,07-01-2014 00:00,103.7
ASEANTOT,08-01-2014 00:00,103.5
ASEANTOT,09-01-2014 00:00,102
ASEANTOT,10-01-2014 00:00,102.2
ASEANTOT,11-01-2014 00:00,101.7
ASEANTOT,12-01-2014 00:00,101.5
ASEANTOT,01-01-2015 00:00,100.4
ASEANTOT,02-01-2015 00:00,100.2
ASEANTOT,03-01-2015 00:00,100
ASEANTOT,04-01-2015 00:00,99
ASEANTOT,05-01-2015 00:00,98.9
ASEANTOT,06-01-2015 00:00,98.5
ASEANTOT,07-01-2015 00:00,98.3
ASEANTOT,08-01-2015 00:00,98.8
ASEANTOT,09-01-2015 00:00,98.3
ASEANTOT,10-01-2015 00:00,98.2
ASEANTOT,11-01-2015 00:00,98.1
ASEANTOT,12-01-2015 00:00,97.7
ASEANTOT,01-01-2016 00:00,97
ASEANTOT,02-01-2016 00:00,96.3
ASEANTOT,03-01-2016 00:00,96.3
ASEANTOT,04-01-2016 00:00,96.7
ASEANTOT,05-01-2016 00:00,96.8
ASEANTOT,06-01-2016 00:00,97.2
ASEANTOT,07-01-2016 00:00,96.8
ASEANTOT,08-01-2016 00:00,96.7
ASEANTOT,09-01-2016 00:00,97
ASEANTOT,10-01-2016 00:00,97.1
ASEANTOT,11-01-2016 00:00,97.1
ASEANTOT,12-01-2016 00:00,97.3
ASEANTOT,01-01-2017 00:00,97.4
ASEANTOT,02-01-2017 00:00,97.7
ASEANTOT,03-01-2017 00:00,97.8
ASEANTOT,04-01-2017 00:00,97.9
ASEANTOT,05-01-2017 00:00,98
ASEANTOT,06-01-2017 00:00,98
ASEANTOT,07-01-2017 00:00,97.8
ASEANTOT,08-01-2017 00:00,97.9
ASEANTOT,09-01-2017 00:00,98.1
ASEANTOT,10-01-2017 00:00,98.1
ASEANTOT,11-01-2017 00:00,98
ASEANTOT,12-01-2017 00:00,98.2
BAA10Y,01-03-2000 00:00,1.69
BAA10Y,01-04-2000 00:00,1.72
BAA10Y,01-05-2000 00:00,1.67
BAA10Y,01-06-2000 00:00,1.67
BAA10Y,01-07-2000 00:00,1.7
BAA10Y,01-10-2000 00:00,1.7
BAA10Y,01-11-2000 00:00,1.69
BAA10Y,01-12-2000 00:00,1.68
BAA10Y,01-13-2000 00:00:00,1.75
BAA10Y,01-14-2000 00:00:00,1.73
BAA10Y,01-17-2000 00:00:00,NULL
BAA10Y,01-18-2000 00:00:00,1.72
BAA10Y,01-19-2000 00:00:00,1.7
BAA10Y,01-20-2000 00:00:00,1.66
BAA10Y,01-21-2000 00:00:00,1.63
BAA10Y,01-24-2000 00:00:00,1.67
BAA10Y,01-25-2000 00:00:00,1.63
BAA10Y,01-26-2000 00:00:00,1.59
BAA10Y,01-27-2000 00:00:00,1.55
BAA10Y,01-28-2000 00:00:00,1.6
BAA10Y,01-31-2000 00:00:00,1.68
BAA10Y,02-01-2000 00:00,1.65
BAA10Y,02-02-2000 00:00,1.62
BAA10Y,02-03-2000 00:00,1.64
BAA10Y,02-04-2000 00:00,1.6
BAA10Y,02-07-2000 00:00,1.66
BAA10Y,02-08-2000 00:00,1.59
BAA10Y,02-09-2000 00:00,1.7
BAA10Y,02-10-2000 00:00,1.72
BAA10Y,02-11-2000 00:00,1.73
BAA10Y,02-14-2000 00:00:00,1.74
BAA10Y,02-15-2000 00:00:00,1.77
BAA10Y,02-16-2000 00:00:00,1.79
BAA10Y,02-17-2000 00:00:00,1.75
BAA10Y,02-18-2000 00:00:00,1.82
BAA10Y,02-21-2000 00:00:00,NULL
BAA10Y,02-22-2000 00:00:00,1.88
BAA10Y,02-23-2000 00:00:00,1.84
BAA10Y,02-24-2000 00:00:00,1.94
BAA10Y,02-25-2000 00:00:00,1.99
BAA10Y,02-28-2000 00:00:00,2.01
BAA10Y,02-29-2000 00:00:00,1.91
BAA10Y,03-01-2000 00:00,1.96
BAA10Y,03-02-2000 00:00,1.95
BAA10Y,03-03-2000 00:00,1.93
BAA10Y,03-06-2000 00:00,1.91
BAA10Y,03-07-2000 00:00,1.95
BAA10Y,03-08-2000 00:00,1.98
BAA10Y,03-09-2000 00:00,2.05
BAA10Y,03-10-2000 00:00,2.09
BAA10Y,03-13-2000 00:00:00,2.17
BAA10Y,03-14-2000 00:00:00,2.15
BAA10Y,03-15-2000 00:00:00,2.17
BAA10Y,03-16-2000 00:00:00,2.16
BAA10Y,03-17-2000 00:00:00,2.16
BAA10Y,03-20-2000 00:00:00,2.14
BAA10Y,03-21-2000 00:00:00,2.18
BAA10Y,03-22-2000 00:00:00,2.2
BAA10Y,03-23-2000 00:00:00,2.2
BAA10Y,03-24-2000 00:00:00,2.13
BAA10Y,03-27-2000 00:00:00,2.11
BAA10Y,03-28-2000 00:00:00,2.16
BAA10Y,03-29-2000 00:00:00,2.2
BAA10Y,03-30-2000 00:00:00,2.3
BAA10Y,03-31-2000 00:00:00,2.3
BAA10Y,04-03-2000 00:00,2.3
BAA10Y,04-04-2000 00:00,2.38
BAA10Y,04-05-2000 00:00,2.45
BAA10Y,04-06-2000 00:00,2.39
BAA10Y,04-07-2000 00:00,2.4
BAA10Y,04-10-2000 00:00,2.44
BAA10Y,04-11-2000 00:00,2.45
BAA10Y,04-12-2000 00:00,2.44
BAA10Y,04-13-2000 00:00:00,2.45
BAA10Y,04-14-2000 00:00:00,2.53
BAA10Y,04-17-2000 00:00:00,2.5
BAA10Y,04-18-2000 00:00:00,2.43
BAA10Y,04-19-2000 00:00:00,2.42
BAA10Y,04-20-2000 00:00:00,2.41
BAA10Y,04-21-2000 00:00:00,NULL
BAA10Y,04-24-2000 00:00:00,2.42
BAA10Y,04-25-2000 00:00:00,2.36
BAA10Y,04-26-2000 00:00:00,2.37
BAA10Y,04-27-2000 00:00:00,2.34
BAA10Y,04-28-2000 00:00:00,2.34
BAA10Y,05-01-2000 00:00,2.3
BAA10Y,05-02-2000 00:00,2.32
BAA10Y,05-03-2000 00:00,2.34
BAA10Y,05-04-2000 00:00,2.38
BAA10Y,05-05-2000 00:00,2.36
BAA10Y,05-08-2000 00:00,2.35
BAA10Y,05-09-2000 00:00,2.36
BAA10Y,05-10-2000 00:00,2.41
BAA10Y,05-11-2000 00:00,2.49
BAA10Y,05-12-2000 00:00,2.52
BAA10Y,05-15-2000 00:00:00,2.52
BAA10Y,05-16-2000 00:00:00,2.51
BAA10Y,05-17-2000 00:00:00,2.53
BAA10Y,05-18-2000 00:00:00,2.52
BAA10Y,05-19-2000 00:00:00,2.55
BAA10Y,05-22-2000 00:00:00,2.57
BAA10Y,05-23-2000 00:00:00,2.55
BAA10Y,05-24-2000 00:00:00,2.52
BAA10Y,05-25-2000 00:00:00,2.5
BAA10Y,05-26-2000 00:00:00,2.51
BAA10Y,05-29-2000 00:00:00,NULL
BAA10Y,05-30-2000 00:00:00,2.49
BAA10Y,05-31-2000 00:00:00,2.52
BAA10Y,06-01-2000 00:00,2.51
BAA10Y,06-02-2000 00:00,2.5
BAA10Y,06-05-2000 00:00,2.44
BAA10Y,06-06-2000 00:00,2.39
BAA10Y,06-07-2000 00:00,2.36
BAA10Y,06-08-2000 00:00,2.35
BAA10Y,06-09-2000 00:00,2.34
BAA10Y,06-12-2000 00:00,2.35
BAA10Y,06-13-2000 00:00:00,2.36
BAA10Y,06-14-2000 00:00:00,2.35
BAA10Y,06-15-2000 00:00:00,2.36
BAA10Y,06-16-2000 00:00:00,2.37
BAA10Y,06-19-2000 00:00:00,2.38
BAA10Y,06-20-2000 00:00:00,2.36
BAA10Y,06-21-2000 00:00:00,2.35
BAA10Y,06-22-2000 00:00:00,2.37
BAA10Y,06-23-2000 00:00:00,2.34
BAA10Y,06-26-2000 00:00:00,2.41
BAA10Y,06-27-2000 00:00:00,2.38
BAA10Y,06-28-2000 00:00:00,2.4
BAA10Y,06-29-2000 00:00:00,2.4
BAA10Y,06-30-2000 00:00:00,2.4
BAA10Y,07-03-2000 00:00,2.41
BAA10Y,07-04-2000 00:00,NULL
BAA10Y,07-05-2000 00:00,2.4
BAA10Y,07-06-2000 00:00,2.38
BAA10Y,07-07-2000 00:00,2.37
BAA10Y,07-10-2000 00:00,2.34
BAA10Y,07-11-2000 00:00,2.33
BAA10Y,07-12-2000 00:00,2.29
BAA10Y,07-13-2000 00:00:00,2.3
BAA10Y,07-14-2000 00:00:00,2.24
BAA10Y,07-17-2000 00:00:00,2.22
BAA10Y,07-18-2000 00:00:00,2.22
BAA10Y,07-19-2000 00:00:00,2.24
BAA10Y,07-20-2000 00:00:00,2.29
BAA10Y,07-21-2000 00:00:00,2.27
BAA10Y,07-24-2000 00:00:00,2.26
BAA10Y,07-25-2000 00:00:00,2.26
BAA10Y,07-26-2000 00:00:00,2.27
BAA10Y,07-27-2000 00:00:00,2.24
BAA10Y,07-28-2000 00:00:00,2.25
BAA10Y,07-31-2000 00:00:00,2.27
BAA10Y,08-01-2000 00:00,2.27
BAA10Y,08-02-2000 00:00,2.3
BAA10Y,08-03-2000 00:00,2.31
BAA10Y,08-04-2000 00:00,2.33
BAA10Y,08-07-2000 00:00,2.29
BAA10Y,08-08-2000 00:00,2.31
BAA10Y,08-09-2000 00:00,2.44
BAA10Y,08-10-2000 00:00,2.47
BAA10Y,08-11-2000 00:00,2.45
BAA10Y,08-14-2000 00:00:00,2.45
BAA10Y,08-15-2000 00:00:00,2.43
BAA10Y,08-16-2000 00:00:00,2.42
BAA10Y,08-17-2000 00:00:00,2.46
BAA10Y,08-18-2000 00:00:00,2.46
BAA10Y,08-21-2000 00:00:00,2.47
BAA10Y,08-22-2000 00:00:00,2.51
BAA10Y,08-23-2000 00:00:00,2.53
BAA10Y,08-24-2000 00:00:00,2.49
BAA10Y,08-25-2000 00:00:00,2.5
BAA10Y,08-28-2000 00:00:00,2.49
BAA10Y,08-29-2000 00:00:00,2.49
BAA10Y,08-30-2000 00:00:00,2.49
BAA10Y,08-31-2000 00:00:00,2.51
BAA10Y,09-01-2000 00:00,2.54
BAA10Y,09-04-2000 00:00,NULL
BAA10Y,09-05-2000 00:00,2.53
BAA10Y,09-06-2000 00:00,2.54
BAA10Y,09-07-2000 00:00,2.51
BAA10Y,09-08-2000 00:00,2.52
BAA10Y,09-11-2000 00:00,2.52
BAA10Y,09-12-2000 00:00,2.56
BAA10Y,09-13-2000 00:00:00,2.58
BAA10Y,09-14-2000 00:00:00,2.58
BAA10Y,09-15-2000 00:00:00,2.6
BAA10Y,09-18-2000 00:00:00,2.61
BAA10Y,09-19-2000 00:00:00,2.57
BAA10Y,09-20-2000 00:00:00,2.55
BAA10Y,09-21-2000 00:00:00,2.55
BAA10Y,09-22-2000 00:00:00,2.55
BAA10Y,09-25-2000 00:00:00,2.53
BAA10Y,09-26-2000 00:00:00,2.52
BAA10Y,09-27-2000 00:00:00,2.54
BAA10Y,09-28-2000 00:00:00,2.5
BAA10Y,09-29-2000 00:00:00,2.54
BAA10Y,10-02-2000 00:00,2.58
BAA10Y,10-03-2000 00:00,2.54
BAA10Y,10-04-2000 00:00,2.51
BAA10Y,10-05-2000 00:00,2.52
BAA10Y,10-06-2000 00:00,2.53
BAA10Y,10-09-2000 00:00,NULL
BAA10Y,10-10-2000 00:00,2.54
BAA10Y,10-11-2000 00:00,2.61
BAA10Y,10-12-2000 00:00,2.64
BAA10Y,10-13-2000 00:00:00,2.64
BAA10Y,10-16-2000 00:00:00,2.63
BAA10Y,10-17-2000 00:00:00,2.64
BAA10Y,10-18-2000 00:00:00,2.68
BAA10Y,10-19-2000 00:00:00,2.66
BAA10Y,10-20-2000 00:00:00,2.65
BAA10Y,10-23-2000 00:00:00,2.68
BAA10Y,10-24-2000 00:00:00,2.66
BAA10Y,10-25-2000 00:00:00,2.65
BAA10Y,10-26-2000 00:00:00,2.6
BAA10Y,10-27-2000 00:00:00,2.58
BAA10Y,10-30-2000 00:00:00,2.56
BAA10Y,10-31-2000 00:00:00,2.56
BAA10Y,11-01-2000 00:00,2.57
BAA10Y,11-02-2000 00:00,2.54
BAA10Y,11-03-2000 00:00,2.52
BAA10Y,11-06-2000 00:00,2.5
BAA10Y,11-07-2000 00:00,2.5
BAA10Y,11-08-2000 00:00,2.48
BAA10Y,11-09-2000 00:00,2.5
BAA10Y,11-10-2000 00:00,2.5
BAA10Y,11-13-2000 00:00:00,2.52
BAA10Y,11-14-2000 00:00:00,2.52
BAA10Y,11-15-2000 00:00:00,2.52
BAA10Y,11-16-2000 00:00:00,2.54
BAA10Y,11-17-2000 00:00:00,2.58
BAA10Y,11-20-2000 00:00:00,2.61
BAA10Y,11-21-2000 00:00:00,2.64
BAA10Y,11-22-2000 00:00:00,2.61
BAA10Y,11-23-2000 00:00:00,NULL
BAA10Y,11-24-2000 00:00:00,2.63
BAA10Y,11-27-2000 00:00:00,2.65
BAA10Y,11-28-2000 00:00:00,2.6
BAA10Y,11-29-2000 00:00:00,2.63
BAA10Y,11-30-2000 00:00:00,2.64
BAA10Y,12-01-2000 00:00,2.66
BAA10Y,12-04-2000 00:00,2.66
BAA10Y,12-05-2000 00:00,2.69
BAA10Y,12-06-2000 00:00,2.73
BAA10Y,12-07-2000 00:00,2.72
BAA10Y,12-08-2000 00:00,2.74
BAA10Y,12-11-2000 00:00,2.71
BAA10Y,12-12-2000 00:00,2.72
BAA10Y,12-13-2000 00:00:00,2.74
BAA10Y,12-14-2000 00:00:00,2.77
BAA10Y,12-15-2000 00:00:00,2.77
BAA10Y,12-18-2000 00:00:00,2.81
BAA10Y,12-19-2000 00:00:00,2.81
BAA10Y,12-20-2000 00:00:00,2.87
BAA10Y,12-21-2000 00:00:00,2.89
BAA10Y,12-22-2000 00:00:00,2.9
BAA10Y,12-25-2000 00:00:00,NULL
BAA10Y,12-26-2000 00:00:00,2.89
BAA10Y,12-27-2000 00:00:00,2.86
BAA10Y,12-28-2000 00:00:00,2.83
BAA10Y,12-29-2000 00:00:00,2.88
BAA10Y,01-01-2001 00:00,NULL
BAA10Y,01-02-2001 00:00,2.99
BAA10Y,01-03-2001 00:00,2.83
BAA10Y,01-04-2001 00:00,2.91
BAA10Y,01-05-2001 00:00,2.99
BAA10Y,01-08-2001 00:00,2.94
BAA10Y,01-09-2001 00:00,2.92
BAA10Y,01-10-2001 00:00,2.83
BAA10Y,01-11-2001 00:00,2.85
BAA10Y,01-12-2001 00:00,2.8
BAA10Y,01-15-2001 00:00:00,NULL
BAA10Y,01-16-2001 00:00:00,2.73
BAA10Y,01-17-2001 00:00:00,2.72
BAA10Y,01-18-2001 00:00:00,2.72
BAA10Y,01-19-2001 00:00:00,2.7
BAA10Y,01-22-2001 00:00:00,2.71
BAA10Y,01-23-2001 00:00:00,2.67
BAA10Y,01-24-2001 00:00:00,2.61
BAA10Y,01-25-2001 00:00:00,2.63
BAA10Y,01-26-2001 00:00:00,2.65
BAA10Y,01-29-2001 00:00:00,2.65
BAA10Y,01-30-2001 00:00:00,2.65
BAA10Y,01-31-2001 00:00:00,2.62
BAA10Y,02-01-2001 00:00,2.63
BAA10Y,02-02-2001 00:00,2.63
BAA10Y,02-05-2001 00:00,2.59
BAA10Y,02-06-2001 00:00,2.58
BAA10Y,02-07-2001 00:00,2.77
BAA10Y,02-08-2001 00:00,2.78
BAA10Y,02-09-2001 00:00,2.79
BAA10Y,02-12-2001 00:00,2.82
BAA10Y,02-13-2001 00:00:00,2.82
BAA10Y,02-14-2001 00:00:00,2.77
BAA10Y,02-15-2001 00:00:00,2.77
BAA10Y,02-16-2001 00:00:00,2.81
BAA10Y,02-19-2001 00:00:00,NULL
BAA10Y,02-20-2001 00:00:00,2.81
BAA10Y,02-21-2001 00:00:00,2.82
BAA10Y,02-22-2001 00:00:00,2.84
BAA10Y,02-23-2001 00:00:00,2.86
BAA10Y,02-26-2001 00:00:00,2.89
BAA10Y,02-27-2001 00:00:00,2.86
BAA10Y,02-28-2001 00:00:00,2.88
BAA10Y,03-01-2001 00:00,2.88
BAA10Y,03-02-2001 00:00,2.87
BAA10Y,03-05-2001 00:00,2.83
BAA10Y,03-06-2001 00:00,2.85
BAA10Y,03-07-2001 00:00,2.85
BAA10Y,03-08-2001 00:00,2.87
BAA10Y,03-09-2001 00:00,2.82
BAA10Y,03-12-2001 00:00,2.86
BAA10Y,03-13-2001 00:00:00,2.85
BAA10Y,03-14-2001 00:00:00,2.98
BAA10Y,03-15-2001 00:00:00,3.03
BAA10Y,03-16-2001 00:00:00,3.03
BAA10Y,03-19-2001 00:00:00,3.02
BAA10Y,03-20-2001 00:00:00,3.06
BAA10Y,03-21-2001 00:00:00,3.06
BAA10Y,03-22-2001 00:00:00,3.07
BAA10Y,03-23-2001 00:00:00,3.04
BAA10Y,03-26-2001 00:00:00,3.05
BAA10Y,03-27-2001 00:00:00,2.98
BAA10Y,03-28-2001 00:00:00,3.03
BAA10Y,03-29-2001 00:00:00,3.02
BAA10Y,03-30-2001 00:00:00,3.04
BAA10Y,04-02-2001 00:00,3
BAA10Y,04-03-2001 00:00,3.03
BAA10Y,04-04-2001 00:00,3.04
BAA10Y,04-05-2001 00:00,3.03
BAA10Y,04-06-2001 00:00,3.06
BAA10Y,04-09-2001 00:00,3.04
BAA10Y,04-10-2001 00:00,2.99
BAA10Y,04-11-2001 00:00,2.96
BAA10Y,04-12-2001 00:00,2.92
BAA10Y,04-13-2001 00:00:00,NULL
BAA10Y,04-16-2001 00:00:00,2.9
BAA10Y,04-17-2001 00:00:00,2.93
BAA10Y,04-18-2001 00:00:00,2.95
BAA10Y,04-19-2001 00:00:00,2.91
BAA10Y,04-20-2001 00:00:00,2.87
BAA10Y,04-23-2001 00:00:00,2.9
BAA10Y,04-24-2001 00:00:00,2.85
BAA10Y,04-25-2001 00:00:00,2.85
BAA10Y,04-26-2001 00:00:00,2.83
BAA10Y,04-27-2001 00:00:00,2.76
BAA10Y,04-30-2001 00:00:00,2.73
BAA10Y,05-01-2001 00:00,2.75
BAA10Y,05-02-2001 00:00,2.7
BAA10Y,05-03-2001 00:00,2.7
BAA10Y,05-04-2001 00:00,2.73
BAA10Y,05-07-2001 00:00,2.75
BAA10Y,05-08-2001 00:00,2.76
BAA10Y,05-09-2001 00:00,2.76
BAA10Y,05-10-2001 00:00,2.74
BAA10Y,05-11-2001 00:00,2.67
BAA10Y,05-14-2001 00:00:00,2.68
BAA10Y,05-15-2001 00:00:00,2.69
BAA10Y,05-16-2001 00:00:00,2.66
BAA10Y,05-17-2001 00:00:00,2.61
BAA10Y,05-18-2001 00:00:00,2.62
BAA10Y,05-21-2001 00:00:00,2.61
BAA10Y,05-22-2001 00:00:00,2.63
BAA10Y,05-23-2001 00:00:00,2.69
BAA10Y,05-24-2001 00:00:00,2.65
BAA10Y,05-25-2001 00:00:00,2.65
BAA10Y,05-28-2001 00:00:00,NULL
BAA10Y,05-29-2001 00:00:00,2.64
BAA10Y,05-30-2001 00:00:00,2.63
BAA10Y,05-31-2001 00:00:00,2.65
BAA10Y,06-01-2001 00:00,2.63
BAA10Y,06-04-2001 00:00,2.65
BAA10Y,06-05-2001 00:00,2.66
BAA10Y,06-06-2001 00:00,2.69
BAA10Y,06-07-2001 00:00,2.68
BAA10Y,06-08-2001 00:00,2.65
BAA10Y,06-11-2001 00:00,2.66
BAA10Y,06-12-2001 00:00,2.68
BAA10Y,06-13-2001 00:00:00,2.67
BAA10Y,06-14-2001 00:00:00,2.67
BAA10Y,06-15-2001 00:00:00,2.71
BAA10Y,06-18-2001 00:00:00,2.73
BAA10Y,06-19-2001 00:00:00,2.73
BAA10Y,06-20-2001 00:00:00,2.74
BAA10Y,06-21-2001 00:00:00,2.74
BAA10Y,06-22-2001 00:00:00,2.75
BAA10Y,06-25-2001 00:00:00,2.75
BAA10Y,06-26-2001 00:00:00,2.72
BAA10Y,06-27-2001 00:00:00,2.68
BAA10Y,06-28-2001 00:00:00,2.66
BAA10Y,06-29-2001 00:00:00,2.65
BAA10Y,07-02-2001 00:00,2.67
BAA10Y,07-03-2001 00:00,2.67
BAA10Y,07-04-2001 00:00,NULL
BAA10Y,07-05-2001 00:00,2.67
BAA10Y,07-06-2001 00:00,2.69
BAA10Y,07-09-2001 00:00,2.69
BAA10Y,07-10-2001 00:00,2.71
BAA10Y,07-11-2001 00:00,2.74
BAA10Y,07-12-2001 00:00,2.74
BAA10Y,07-13-2001 00:00:00,2.71
BAA10Y,07-16-2001 00:00:00,2.74
BAA10Y,07-17-2001 00:00:00,2.73
BAA10Y,07-18-2001 00:00:00,2.78
BAA10Y,07-19-2001 00:00:00,2.78
BAA10Y,07-20-2001 00:00:00,2.77
BAA10Y,07-23-2001 00:00:00,2.77
BAA10Y,07-24-2001 00:00:00,2.74
BAA10Y,07-25-2001 00:00:00,2.74
BAA10Y,07-26-2001 00:00:00,2.76
BAA10Y,07-27-2001 00:00:00,2.77
BAA10Y,07-30-2001 00:00:00,2.76
BAA10Y,07-31-2001 00:00:00,2.78
BAA10Y,08-01-2001 00:00,2.76
BAA10Y,08-02-2001 00:00,2.74
BAA10Y,08-03-2001 00:00,2.72
BAA10Y,08-06-2001 00:00,2.75
BAA10Y,08-07-2001 00:00,2.74
BAA10Y,08-08-2001 00:00,2.88
BAA10Y,08-09-2001 00:00,2.84
BAA10Y,08-10-2001 00:00,2.87
BAA10Y,08-13-2001 00:00:00,2.89
BAA10Y,08-14-2001 00:00:00,2.89
BAA10Y,08-15-2001 00:00:00,2.86
BAA10Y,08-16-2001 00:00:00,2.89
BAA10Y,08-17-2001 00:00:00,2.97
BAA10Y,08-20-2001 00:00:00,2.93
BAA10Y,08-21-2001 00:00:00,2.98
BAA10Y,08-22-2001 00:00:00,2.94
BAA10Y,08-23-2001 00:00:00,2.92
BAA10Y,08-24-2001 00:00:00,2.91
BAA10Y,08-27-2001 00:00:00,2.91
BAA10Y,08-28-2001 00:00:00,2.95
